	Kingdom	Phylum	Class	Order	Family	Genus	Species
ASV_250	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae_fa	Gyrodinium	NA
ASV_251	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_252	Eukaryota	Chlorophyta_ph	Mamiellophyceae	Mamiellales	Mamiellales_fa	Bathycoccus	NA
ASV_253	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Fluviicola	NA
ASV_254	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_255	Eukaryota	Cryptophyceae_ph	Cryptophyceae_cl	Cryptomonadales	Cryptomonadales_fa	Teleaulax	NA
ASV_256	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_257	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktotalea	frisia
ASV_258	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_259	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_260	Eukaryota	Prymnesiophyceae	Prymnesiophyceae_cl	Isochrysidales	Isochrysidales_fa	Emiliania	NA
ASV_261	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_262	Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Erythrobacter	NA
ASV_263	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	NA
ASV_264	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA	NA
ASV_265	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_266	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_267	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_268	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_269	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_270	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_271	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	NA
ASV_272	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_273	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_274	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_275	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV_276	Bacteria	Planctomycetota	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	CL500-3	NA
ASV_277	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_278	Bacteria	Actinobacteriota	Acidimicrobiia	Microtrichales	Ilumatobacteraceae	Ilumatobacter	NA
ASV_279	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_280	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_281	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_282	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_283	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_284	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_285	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_286	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limimaricola	NA
ASV_287	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NA	NA	NA
ASV_288	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	NA	NA	NA
ASV_289	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_290	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_291	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA	NA
ASV_292	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_293	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_294	Bacteria	Proteobacteria	Gammaproteobacteria	OM182_clade	NA	NA	NA
ASV_295	Eukaryota	Peronosporomycetes	NA	NA	NA	NA	NA
ASV_296	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_297	Bacteria	Proteobacteria	Gammaproteobacteria	Milano-WF1B-44	NA	NA	NA
ASV_298	Bacteria	Proteobacteria	Alphaproteobacteria	Rickettsiales	NA	NA	NA
ASV_299	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_300	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_301	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_302	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_303	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_304	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Pseudoalteromonadaceae	Pseudoalteromonas	NA
ASV_305	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_306	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_307	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Litoricolaceae	Litoricola	NA
ASV_308	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Planktomarina	NA
ASV_309	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Coraliomargarita	NA
ASV_310	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_311	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_312	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salegentibacter	salarius
ASV_313	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_314	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	NA
ASV_315	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_316	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	NA
ASV_317	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_318	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_319	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_320	Bacteria	Bacteroidota	Bacteroidia	Cytophagales	Cyclobacteriaceae	Marinoscillum	NA
ASV_321	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_322	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina	NA
ASV_323	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	NA
ASV_324	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_325	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV_326	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_327	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_328	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_329	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Pseudohongiellaceae	Pseudohongiella	NA
ASV_330	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_331	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae_fa	Gyrodinium	NA
ASV_332	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Alcaligenaceae	Castellaniella	NA
ASV_333	Eukaryota	Dinoflagellata	Dinophyceae	Peridiniales	Peridiniales_fa	Heterocapsa	NA
ASV_334	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_335	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Persicirhabdus	NA
ASV_336	Eukaryota	Ctenophora	Tentaculata	Lobata	NA	NA	NA
ASV_337	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Roseobacter_clade_NAC11-7_lineage	NA
ASV_338	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_339	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_340	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_341	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_342	Eukaryota	Arthropoda	Maxillopoda	Calanoida	NA	NA	NA
ASV_343	Eukaryota	Cercozoa	Thecofilosea	Cryomonadida	Rhizaspididae	Rhogostoma	NA
ASV_344	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina	NA
ASV_345	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_346	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_347	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_348	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV_349	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae_fa	Gyrodinium	NA
ASV_350	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_351	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV_352	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	Rubritaleaceae	Roseibacillus	NA
ASV_353	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_354	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_355	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_356	Eukaryota	Ciliophora	Intramacronucleata	Spirotrichea	Oligotrichia	Strombidium	NA
ASV_357	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_358	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_359	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_360	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_361	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Yoonia-Loktanella	NA
ASV_362	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_363	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV_364	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Spongiibacteraceae	BD1-7_clade	NA
ASV_365	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_366	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_367	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_368	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_369	Eukaryota	Chlorophyta_ph	Mamiellophyceae	Mamiellales	Mamiellales_fa	Micromonas	NA
ASV_370	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	NA
ASV_371	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_372	Eukaryota	Tunicata	Appendicularia	Copelata	Oikopleuridae	NA	NA
ASV_373	Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Synechococcus_CC9902	NA
ASV_374	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_375	Bacteria	Bacteroidota	Rhodothermia	Rhodothermales	Rhodothermaceae	NA	NA
ASV_376	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_377	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_378	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV_379	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_380	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_381	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_382	Eukaryota	Protalveolata	Syndiniales	Syndiniales_or	Syndiniales_Group_II	NA	NA
ASV_383	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Halomonadaceae	Halomonas	sulfidaeris
ASV_384	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_385	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_386	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	MB11C04_marine_group	NA
ASV_387	Eukaryota	Diatomea	Coscinodiscophytina_cl	Coscinodiscophytina_or	Rhizosolenids	Leptocylindrus	NA
ASV_388	Bacteria	Actinobacteriota	Acidimicrobiia	Actinomarinales	Actinomarinaceae	Candidatus_Actinomarina	NA
ASV_389	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS4_marine_group	NA
ASV_390	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_391	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Formosa	NA
ASV_392	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Aliiroseovarius	NA
ASV_393	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_394	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_395	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV_396	Eukaryota	Arthropoda	Maxillopoda	Calanoida	NA	NA	NA
ASV_397	Bacteria	Planctomycetota	Planctomycetes	Pirellulales	Pirellulaceae	Rubripirellula	NA
ASV_398	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_399	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	HIMB11	NA
ASV_400	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Pelagibaca	NA
ASV_401	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_402	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Phaeobacter	NA
ASV_403	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	OM60(NOR5)_clade	NA
ASV_404	Bacteria	Proteobacteria	Gammaproteobacteria	UBA10353_marine_group	NA	NA	NA
ASV_405	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	NA	NA	NA
ASV_406	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	PS1_clade	NA	NA
ASV_407	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_408	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Limimaricola	NA
ASV_409	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_410	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Crocinitomicaceae	Crocinitomix	NA
ASV_411	Eukaryota	Holozoa_ph	Choanoflagellida	Acanthoecida_or	Stephanoecidae	Diaphanoeca	NA
ASV_412	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_413	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_414	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	NA	NA
ASV_415	Bacteria	Desulfobacterota	NA	NA	NA	NA	NA
ASV_416	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	IS-44	NA
ASV_417	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	Rubidimonas	NA
ASV_418	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV_419	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_420	Eukaryota	Arthropoda	Maxillopoda	Calanoida	NA	NA	NA
ASV_421	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_422	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Colwelliaceae	Thalassotalea	NA
ASV_423	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Sulfitobacter	NA
ASV_424	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_425	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	NA	NA	NA
ASV_426	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_427	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_428	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_429	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NA	NA
ASV_430	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_431	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_432	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_433	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_434	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Puniceicoccaceae	Lentimonas	NA
ASV_435	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Nitrincolaceae	NA	NA
ASV_436	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	Vicingus	NA
ASV_437	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A_clade	NA	NA	NA
ASV_438	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Shimia	marina
ASV_439	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_440	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_441	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS7_marine_group	NA	NA
ASV_442	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_443	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_444	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Marinobacteraceae	Marinobacter	NA
ASV_445	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Suessiaceae	NA	NA
ASV_446	Eukaryota	NA	NA	NA	NA	NA	NA
ASV_447	Bacteria	Proteobacteria	Alphaproteobacteria	Puniceispirillales	NA	NA	NA
ASV_448	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_449	Bacteria	Proteobacteria	Alphaproteobacteria	NA	NA	NA	NA
ASV_450	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Aquibacter	NA
ASV_451	Eukaryota	Arthropoda	Maxillopoda	Calanoida	NA	NA	NA
ASV_452	Eukaryota	Chlorophyta_ph	Trebouxiophyceae	NA	NA	NA	NA
ASV_453	Bacteria	Bacteroidota	Bacteroidia	Chitinophagales	Saprospiraceae	NA	NA
ASV_454	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_455	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS2b_marine_group	NA
ASV_456	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	NS9_marine_group	NA	NA
ASV_457	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_458	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_459	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_460	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_461	Bacteria	SAR324_clade(Marine_group_B)	NA	NA	NA	NA	NA
ASV_462	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	NA
ASV_463	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_464	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_II	NA	NA
ASV_465	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	NA	NA
ASV_466	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_467	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_468	Eukaryota	Incertae_Sedis_ph	Incertae_Sedis_cl	Incertae_Sedis_or	Incertae_Sedis_fa	Telonema	NA
ASV_469	Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Methylophilaceae	OM43_clade	NA
ASV_470	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_471	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_472	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Idiomarinaceae	Idiomarina	NA
ASV_473	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_474	Bacteria	Proteobacteria	Alphaproteobacteria	Parvibaculales	OCS116_clade	NA	NA
ASV_475	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_476	Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Porticoccaceae	SAR92_clade	NA
ASV_477	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ia	NA
ASV_478	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_479	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	NA	NA
ASV_480	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Winogradskyella	NA
ASV_481	Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiales	DEV007	NA	NA
ASV_482	Eukaryota	Arthropoda	Maxillopoda	Cyclopoida	NA	NA	NA
ASV_483	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_484	Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thioglobaceae	SUP05_cluster	NA
ASV_485	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Magnetospiraceae	NA	NA
ASV_486	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NS10_marine_group	NA
ASV_487	Eukaryota	Dinoflagellata	Dinophyceae	Gymnodiniphycidae	Gymnodiniphycidae_fa	Gyrodinium	NA
ASV_488	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
ASV_489	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_490	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Cryomorphaceae	NA	NA
ASV_491	Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	NA	NA	NA
ASV_492	Bacteria	Marinimicrobia_(SAR406_clade)	NA	NA	NA	NA	NA
ASV_493	Bacteria	Proteobacteria	Gammaproteobacteria	Ga0077536	NA	NA	NA
ASV_494	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_I	Clade_Ib	NA
ASV_495	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Ascidiaceihabitans	NA
ASV_496	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Salinimicrobium	NA
ASV_497	Bacteria	Bacteroidota	Bacteroidia	Sphingobacteriales	NS11-12_marine_group	NA	NA
ASV_498	Eukaryota	MAST-3	MAST-3I	NA	NA	NA	NA
ASV_499	Bacteria	Proteobacteria	Alphaproteobacteria	SAR11_clade	Clade_IV	NA	NA
ASV_500	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	NS5_marine_group	NA
ASV_501	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Flavicella	NA
ASV_502	Bacteria	Bacteroidota	Bacteroidia	Flavobacteriales	Flavobacteriaceae	Polaribacter	NA
ASV_503	Bacteria	Actinobacteriota	Actinobacteria	Micrococcales	Microbacteriaceae	Candidatus_Aquiluna	NA
ASV_504	Bacteria	Proteobacteria	Gammaproteobacteria	SAR86_clade	NA	NA	NA
